cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
0000020212,CHURCHILL DOWNS INC,11302,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CHDN,7948,"Services-Racing, Including Track Operation"
0000020232,CHYRONHEGO CORP,4159,,,,,7330,"Services-Mailing, Reproduction, Commercial Art and Photography"
0000020286,CINCINNATI FINANCIAL CORP,11645,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CINF,6331,"Fire, Marine and Casualty Insurance"
0000020290,"DUKE ENERGY OHIO, INC.",10767,,,,,4931,Electric and Other Services Combined
0000020520,FRONTIER COMMUNICATIONS CORP,1735,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FTR,4813,Telephone Communications (No Radiotelephone)
0000020629,CSS INDUSTRIES INC,2651,NYSE,NYSE,NYSE,CSS,2771,Greeting Cards
0000020639,AMBASE CORP,2912,OTC Markets,OTC Pink Current,OTC,ABCP,6512,Operators of Nonresidential Buildings
0000020740,CLARCOR INC.,8243,,,,,3714,Motor Vehicle Parts and Accessories
0000020947,CLEVELAND ELECTRIC ILLUMINATING CO,12069,,,,,6189,Asset-Backed Securities
0000021076,CLOROX CO /DE/,1435,NYSE,NYSE,NYSE,CLX,2842,"Specialty Cleaning, Polishing and Sanitation Preparations"
0000021175,CNA FINANCIAL CORP,8420,NYSE,NYSE,NYSE,CNA,6331,"Fire, Marine and Casualty Insurance"
0000021212,ALL AMERICAN GROUP INC,2739,,,,,1520,General Building Contractors-Residential Buildings
0000021239,COASTAL CARIBBEAN OILS & MINERALS LTD,6948,OTC Markets,OTC Pink No Information,OTC,COCBF,1311,Crude Petroleum and Natural Gas
0000021267,EL PASO CGP CO LLC,2334,,,,,4922,Natural Gas Transmission
0000021344,COCA COLA CO,5287,NYSE,NYSE,NYSE,KO,2080,Beverages
0000021438,"THINKENGINE NETWORKS, INC.",1010,,,,,3661,Telephone and Telegraph Apparatus
0000021510,COHERENT INC,9583,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,COHR,3826,Laboratory Analytical Instruments
0000021535,COHU INC,744,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,COHU,3825,Instruments for Measuring and Testing of Electricity and Electri
0000021665,COLGATE PALMOLIVE CO,10500,NYSE,NYSE,NYSE,CL,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
0000021759,COLLINS INDUSTRIES INC,11602,,,,,3711,Motor Vehicles and Passenger Car Bodies
0000021828,"CCOM GROUP, INC.",8582,OTC Markets,OTC Pink Limited,OTC,CCOM,5070,Wholesale-Hardware and Plumbing and Heating Equipment and Suppli
0000022198,COLUMBUS SOUTHERN POWER CO /OH/,2124,,,,,4911,Electric Services
0000022252,COMARCO INC,2438,OTC Markets,OTC Pink Current,OTC,CMRO,3663,Radio and Television Broadcasting and Communications Equipment
0000022301,COMCAST HOLDINGS CORP,3960,,,,,4841,Cable and Other Pay Television Services
0000022356,COMMERCE BANCSHARES INC /MO/,2825,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CBSH,6022,State Commercial Banks
0000022444,COMMERCIAL METALS CO,7874,NYSE,NYSE,NYSE,CMC,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
0000022551,TRI VALLEY CORP,3980,,,,,1311,Crude Petroleum and Natural Gas
0000022606,COMMONWEALTH EDISON CO,3541,,,,,4911,Electric Services
0000022701,COMMUNICATIONS SYSTEMS INC,951,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,JCS,3661,Telephone and Telegraph Apparatus
0000022767,TEXAS NEW MEXICO POWER CO,16708,,,,,4911,Electric Services
0000022872,"ADVANZEON SOLUTIONS, INC.",10738,OTC Markets,OTC Pink No Information,OTC,CHCR,6324,Hospital and Medical Service Plans
0000022912,COMPUDYNE CORP,5386,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
0000023019,COMPUTER HORIZONS CORP,2285,,,,,7373,Services-Computer Integrated Systems Design
0000023071,ARTESYN TECHNOLOGIES INC,7111,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000023082,COMPUTER SCIENCES CORP,15,,,,,7373,Services-Computer Integrated Systems Design
0000023111,COMPUTER TASK GROUP INC,111,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CTG,7371,Services-Computer Programming Services
0000023194,COMSTOCK RESOURCES INC,3315,NYSE,NYSE,NYSE,CRK,1311,Crude Petroleum and Natural Gas
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,5566,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CMTL,3663,Radio and Television Broadcasting and Communications Equipment
0000023217,CONAGRA BRANDS INC.,6976,NYSE,NYSE,NYSE,CAG,2000,Food and kindred products
0000023259,CT COMMUNICATIONS INC /NC,11375,,,,,4813,Telephone Communications (No Radiotelephone)
0000023341,CONGOLEUM CORP,8969,OTC,Grey Market,OTC,CNMG,3089,"Plastics Products, Not Elsewhere Classified"
0000023426,CONNECTICUT LIGHT & POWER CO,10757,OTC Markets,OTC Pink Current,OTC,CNLHN,4911,Electric Services
0000023503,CONOLOG CORP,8837,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000023632,CONSOLIDATED EDISON CO OF NEW YORK INC,7811,,,,,4931,Electric and Other Services Combined
0000023666,HILLSHIRE BRANDS CO,7740,,,,,2000,Food and kindred products
0000023675,CON-WAY INC.,10511,,,,,4213,Trucking (No Local)
0000023738,CONSOLIDATED NATURAL GAS CO/VA,7584,,,,,4923,Natural Gas Transmission and Distribution
0000023744,"MYPHOTOPIPE.COM, INC.",346313,,,,,,
0000023778,"CONVERGENCE ETHANOL, INC.",4343,,,,,2860,Industrial Organic Chemicals
0000023795,CONSOLIDATED TOMOKA LAND CO,11723,NYSE,NYSE MKT,NYSE MKT,CTO,6500,Real estate
0000024090,CITIZENS INC,6939,NYSE,NYSE,NYSE,CIA,6311,Life Insurance
0000024104,CONTINENTAL MATERIALS CORP,9470,NYSE,NYSE MKT,NYSE MKT,CUO,3270,"Concrete, Gypsum and Plaster Products"
0000024491,COOPER TIRE & RUBBER CO,3845,NYSE,NYSE,NYSE,CTB,3011,Tires and Inner Tubes
0000024545,MOLSON COORS BREWING CO,9561,NYSE,NYSE,NYSE,TAP,2082,Malt Beverages
0000024741,CORNING INC /NY,4903,NYSE,NYSE,NYSE,GLW,3357,Drawing and Insulating of Nonferrous Wire
0000025095,TRUE VALUE CO,17090,,,,,5070,Wholesale-Hardware and Plumbing and Heating Equipment and Suppli
0000025191,COUNTRYWIDE FINANCIAL CORP,1351,,,,,6035,"Savings Institution, Federally Chartered"
0000025212,COURIER CORP,11148,,,,,2732,Book Printing
0000025232,COUSINS PROPERTIES INC,10717,NYSE,NYSE,NYSE,CUZ,6798,Real Estate Investment Trusts
0000025305,COX COMMUNICATIONS INC /DE/,8711,,,,,4841,Cable and Other Pay Television Services
0000025354,CPI CORP,2684,,,,,7200,Services-Personal Services
0000025445,CRANE CO /DE/,11823,NYSE,NYSE,NYSE,CR,3490,Miscellaneous Fabricated Metal Products
0000025475,CRAWFORD & CO,3661,NYSE,NYSE,NYSE,CRD'A,6411,"Insurance Agents, Brokers and Service"
0000025598,SPRINGLEAF FINANCE CORP,12186,,,,,6141,Personal Credit Institutions
0000025657,CRESTED CORP,9645,,,,,1220,Bituminous Coal And Lignite Mining
0000025743,"THERAPEUTICSMD, INC.",24948,NYSE,NYSE MKT,Nasdaq Global Market,TXMD,2834,Pharmaceutical Preparations
0000025793,COSTA INC,10071,,,,,3950,"Pens, Pencils and Other Artists' Materials"
0000025895,CROWN CRAFTS INC,7275,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CRWS,2211,"Broadwoven Fabric Mills, Cotton"
0000026058,CTS CORP,9780,NYSE,NYSE,NYSE,CTS,3672,Printed Circuit Boards
0000026076,CUBIC CORP /DE/,11672,NYSE,NYSE,NYSE,CUB,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0000026172,CUMMINS INC,9590,NYSE,NYSE,NYSE,CMI,3510,Engines And Turbines
0000026285,BIRDS EYE FOODS INC,13387,,,,,2030,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
0000026324,CURTISS WRIGHT CORP,5870,NYSE,NYSE,NYSE,CW,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
0000026537,"ARGON ST, INC.",11457,,,,,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
0000026780,DANA INC,2038,NYSE,NYSE,NYSE,DAN,3714,Motor Vehicle Parts and Accessories
0000026820,PHOENIX FOOTWEAR GROUP INC,3983,OTC Markets,OTC Pink Current,OTC,PXFG,3140,"Footwear, (No Rubber)"
0000027082,DATAMETRICS CORP,12006,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
0000027093,U.S. GOLD CORP.,4226,,,,,3572,Computer Storage Devices
0000027096,DATASCOPE CORP,2717,,,,,3845,Electromedical and Electrotherapeutic Apparatus
0000027367,DAXOR CORP,2013,NYSE,NYSE MKT,NYSE MKT,DXR,3841,Surgical and Medical Instruments and Apparatus
0000027419,TARGET CORP,400,NYSE,NYSE,NYSE,TGT,5331,Retail-Variety Stores
0000027430,DAYTON POWER & LIGHT CO,7986,,,,,4931,Electric and Other Services Combined
0000027500,DEAN HOLDING CO,4930,,,,,2020,Dairy Products
0000027613,DECORATOR INDUSTRIES INC,6563,,,,,2390,Miscellaneous Fabricated Textile Products
0000027673,DEERE JOHN CAPITAL CORP,13094,,,,,6153,Short-Term Business Credit Institutions
0000027748,DGT HOLDINGS CORP.,6314,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000027751,DEL LABORATORIES INC,4457,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
0000027850,BANKERS STORE INC,7963,,,,,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
0000027879,DELMARVA POWER & LIGHT CO /DE/,8470,,,,,4931,Electric and Other Services Combined
0000027904,DELTA AIR LINES INC /DE/,7551,NYSE,NYSE,NYSE,DAL,4512,"Air Transportation, Scheduled"
0000027960,QSGI INC.,65976,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
0000027996,DELUXE CORP,2415,NYSE,NYSE,NYSE,DLX,2780,"Blankbooks, Looseleaf Binders, and Bookbinding and Related Work"
0000028146,HYDRON TECHNOLOGIES INC,6289,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
0000028367,COGO GROUP INC.,1815,,,,,3670,Electronic Components And Accessories
0000028372,DETREX CORPORATION,6759,OTC Markets,OTCQX U.S. Premier,OTC,DTRX,2800,Chemicals and Allied Products
0000028385,DTE ELECTRIC CO,10261,,,,,4911,Electric Services
0000028412,COMERICA INC /NEW/,3777,NYSE,NYSE,NYSE,CMA,6021,National Commercial Banks
0000028452,DEVCON INTERNATIONAL CORP,2580,,,,,7381,"Services-Detective, Guard and Armored Car Services"
0000028561,DEWEY ELECTRONICS CORP,6505,OTC Markets,OTCQB,OTC,DEWY,3480,"Ordnance and Accessories, (No Vehicles/Guided Missiles)"
0000028626,LIFECORE BIOMEDICAL INC,11352,,,,,3841,Surgical and Medical Instruments and Apparatus
0000028630,DRS TECHNOLOGIES INC,1515,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
0000028742,DIAPULSE CORP OF AMERICA,11180,,,,,3845,Electromedical and Electrotherapeutic Apparatus
0000028823,"DIEBOLD NIXDORF, INC",1277,NYSE,NYSE,NYSE,DBD,3578,Calculating and Accounting Machines (No Electronic Computers)
0000028866,CGG HOLDING (U.S.) INC.,21644,,,,,1382,Oil and Gas Field Exploration Services
0000028917,"DILLARD'S, INC.",11112,NYSE,NYSE,NYSE,DDS,5311,Retail-Department Stores
0000029002,DIODES INC /DEL/,10636,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,DIOD,3674,Semiconductors and Related Devices
0000029006,DIONICS INC,4365,OTC Markets,OTC Pink No Information,OTC,DION,0700,Agricultural Services
0000029071,DISCOVERY OIL LTD,79458,,,,,1311,Crude Petroleum and Natural Gas
0000029233,"GPS INDUSTRIES, INC.",64091,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
0000029322,TRADEQUEST INTERNATIONAL INC,4804,,,,,4899,"Communications Services, Not Elsewhere Classified"
0000029332,DIXIE GROUP INC,5949,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,DXYN,2273,Carpets and Rugs
0000029504,OMEGA COMMERCIAL FINANCE CORP,25928,OTC Markets,OTC Pink Limited,OTC,OCFN,6153,Short-Term Business Credit Institutions
0000029534,DOLLAR GENERAL CORP,1605,NYSE,NYSE,NYSE,DG,5331,Retail-Variety Stores
0000029644,DONALDSON CO INC,1528,NYSE,NYSE,NYSE,DCI,3564,Industrial and Commercial Fans and Blowers and Air Purification 
0000029669,RR DONNELLEY & SONS CO,9636,NYSE,NYSE,NYSE,RRD,2750,Commercial Printing
0000029693,DONNKENNY INC,5865,,,,,2330,"Women's, Misses', and Juniors' Outerwear"
0000029806,CONSTAR INTERNATIONAL INC,110933,,,,,3080,Miscellaneous Plastics Products
0000029834,ESCALERA RESOURCES CO.,5841,OTC Markets,OTC Pink Limited,OTC,ESCRQ,1311,Crude Petroleum and Natural Gas
0000029905,DOVER CORP,9123,NYSE,NYSE,NYSE,DOV,3530,"Construction, Mining and Materials Handling Machinery and Equipm"
0000029915,DOW CHEMICAL CO /DE/,6197,,,,,2821,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
0000029924,DOW JONES & CO INC,5263,,,,,2711,"Newspapers: Publishing, or Publishing and Printing"
0000029952,"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",9700,OTC Markets,OTC Pink Current,OTC,CHJI,3621,Motors and Generators
0000029989,OMNICOM GROUP INC.,6865,NYSE,NYSE,NYSE,OMC,7311,Services-Advertising Agencies
0000030140,LASERCARD CORP,9139,,,,,3572,Computer Storage Devices
0000030302,ALCO STORES INC,6690,,,,,5331,Retail-Variety Stores
0000030305,DUCOMMUN INC /DE/,574,NYSE,NYSE,NYSE,DCO,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
0000030371,"DUKE ENERGY CAROLINAS, LLC",1169,,,,,4911,Electric Services
0000030419,DEX ONE CORP,10180,,,,,7310,Services-Advertising
0000030554,DUPONT E I DE NEMOURS & CO,2344,NYSE,NYSE,NYSE,DD,2820,"Plastic Material, Synthetic Resin/Rubber, Cellulos (No Glass)"
0000030573,DUQUESNE LIGHT CO,13467,OTC Markets,OTC Pink No Information,OTC,DQUEL,4911,Electric Services
0000030625,FLOWSERVE CORP,10295,NYSE,NYSE,NYSE,FLS,3561,Pumps and Pumping Equipment
0000030697,WENDY'S CO,9943,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WEN,5810,Retail-Eating and Drinking Places
0000030822,DYNAMICS RESEARCH CORP,662,,,,,7373,Services-Computer Integrated Systems Design
0000030828,COBRA ELECTRONICS CORP,4601,,,,,3663,Radio and Television Broadcasting and Communications Equipment
0000030831,DYNASIL CORP OF AMERICA,67858,NASDAQ,NASDAQ Capital Market,Nasdaq Global Market,DYSL,3220,"Glass And Glassware, Pressed Or Blown"
0000030906,EAGLE EXPLORATION CO,9933,OTC Markets,OTC Pink No Information,OTC,EGXP,6532,Real Estate Dealers (For Their Own Account)
0000030966,"MATRIXX RESOURCE HOLDINGS, INC.",14250,,,,,1311,Crude Petroleum and Natural Gas
0000030985,EARTH SCIENCES INC,6719,,,,,3564,Industrial and Commercial Fans and Blowers and Air Purification 
0000031107,EASTERN CO,11295,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EML,3420,"Cutlery, Handtools and General Hardware"
0000031235,EASTMAN KODAK CO,10271,NYSE,NYSE,NYSE,KODK,3861,Photographic Equipment and Supplies
0000031277,EATON CORP,4508,,,,,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
0000031347,ECHELON CORP,9502,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ELON,3576,Computer Communications Equipment
0000031462,ECOLAB INC.,7317,NYSE,NYSE,NYSE,ECL,2840,"Soap, Detergents, Cleaning Preparations, Perfumes, Cosmetics"
0000031617,EDO CORP,7979,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
0000031667,EDUCATIONAL DEVELOPMENT CORP,262,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EDUC,5190,Wholesale-Miscellaneous Nondurable Goods
0000031704,TWENTY SERVICES INC,24956,,,,,6799,"Investors, Not Elsewhere Classified"
0000031791,PERKINELMER INC,10493,NYSE,NYSE,NYSE,PKI,3826,Laboratory Analytical Instruments
0000031978,EL PASO ELECTRIC CO /TX/,1332,NYSE,NYSE,NYSE,EE,4911,Electric Services
0000031986,EL PASO NATURAL GAS CO,6510,,,,,4922,Natural Gas Transmission
0000032017,ELKCORP,8808,,,,,2950,Asphalt Paving And Roofing Materials
0000032166,ELECTRO RENT CORP,4248,,,,,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
0000032198,EMS TECHNOLOGIES INC,11537,,,,,3663,Radio and Television Broadcasting and Communications Equipment
0000032258,L-3 COMMUNICATIONS TITAN CORP,7047,,,,,7373,Services-Computer Integrated Systems Design
0000032272,THREE FIVE SYSTEMS INC,5063,,,,,3679,"Electronic Components, Not Elsewhere Classified"
0000032284,"OVALE GROUP, INC",44517,,,,,5651,Retail-Family Clothing Stores
0000032346,ELGIN NATIONAL INDUSTRIES INC,46212,,,,,3560,General Industrial Machinery And Equipment
0000032567,METWOOD INC,2193,OTC Markets,OTCQB,OTC,MTWD,3440,Fabricated Structural Metal Products
0000032604,EMERSON ELECTRIC CO,7137,NYSE,NYSE,NYSE,EMR,3600,Electronic and Other Electrical Equipment (No Computer Equipment
0000032621,EMERSON RADIO CORP,379,NYSE,NYSE MKT,NYSE MKT,MSN,3651,Household Audio and Video Equipment
0000032689,EMPIRE DISTRICT ELECTRIC CO,11705,,,,,4911,Electric Services
0000032776,EMPIRE STATE BUILDING ASSOCIATES L.L.C.,23655,,,,,6512,Operators of Nonresidential Buildings
0000032870,QUIXOTE CORP,1700,,,,,3089,"Plastics Products, Not Elsewhere Classified"
0000032878,ENERGY CONVERSION DEVICES INC,10951,,,,,3674,Semiconductors and Related Devices
0000032880,ENERGY CORP OF AMERICA,38999,,,,,1311,Crude Petroleum and Natural Gas
0000033002,"ENNIS, INC.",7627,NYSE,NYSE,NYSE,EBF,2761,Manifold Business Forms
0000033073,VISKASE COMPANIES INC,2434,OTC Markets,OTC Pink Limited,OTC,VKSC,3089,"Plastics Products, Not Elsewhere Classified"
0000033113,ENVIRONMENTAL TECTONICS CORP,6868,OTC Markets,OTC Pink Current,OTC,ETCC,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
0000033185,EQUIFAX INC,189,NYSE,NYSE,NYSE,EFX,7320,"Services-Consumer Credit Reporting, Collection Agencies"
0000033213,EQT CORP,3321,NYSE,NYSE,NYSE,EQT,1311,Crude Petroleum and Natural Gas
0000033416,ERIE FAMILY LIFE INSURANCE CO,11181,,,,,6311,Life Insurance
0000033488,ESCALADE INC,5621,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,ESCA,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
0000033533,ESPEY MFG & ELECTRONICS CORP,9857,NYSE,NYSE MKT,NYSE MKT,ESP,3679,"Electronic Components, Not Elsewhere Classified"
0000033619,ESTERLINE TECHNOLOGIES CORP,5377,NYSE,NYSE,NYSE,ESL,3823,"Industrial Instruments for Measurement, Display, and Control of "
0000033769,BOB EVANS FARMS INC,1746,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BOBE,5812,Retail-Eating Places
0000033992,"KINGSTONE COMPANIES, INC.",6298,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,KINS,6331,"Fire, Marine and Casualty Insurance"
0000034067,DMC GLOBAL INC.,927,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BOOM,3390,Miscellaneous Primary Metal Products
0000034088,EXXON MOBIL CORP,3810,NYSE,NYSE,NYSE,XOM,2911,Petroleum Refining
0000034115,CLAIRES STORES INC,719,,,,,5600,Retail-Apparel and Accessory Stores
0000034151,JO-ANN STORES INC,13612,,,,,5940,Retail-Miscellaneous Shopping Goods Stores
0000034285,RELIABILITY INC,1543,OTC Markets,OTC Pink Current,OTC,RLBY,3825,Instruments for Measuring and Testing of Electricity and Electri
0000034408,FAMILY DOLLAR STORES INC,5976,,,,,5331,Retail-Variety Stores
0000034471,FANSTEEL INC,10550,,,,,3490,Miscellaneous Fabricated Metal Products
0000034497,COVISTA COMMUNICATIONS INC,10646,OTC Markets,OTC Pink No Information,OTC,CVST,4813,Telephone Communications (No Radiotelephone)
0000034563,FARMER BROTHERS CO,7662,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FARM,2090,Miscellaneous Food Preparations and Kindred Products
0000034782,1ST SOURCE CORP,9547,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SRCE,6022,State Commercial Banks
0000034879,FEDERAL MOGUL CORP/MI/,2693,,,,,3714,Motor Vehicle Parts and Accessories
0000034903,FEDERAL REALTY INVESTMENT TRUST,7581,NYSE,NYSE,NYSE,FRT,6798,Real Estate Investment Trusts
0000034908,FEDERAL SCREW WORKS,5433,OTC Markets,OTC Pink Limited,OTC,FSCR,3452,"Bolts, Nuts, Screws, Rivets and Washers"
0000034956,"TENAX THERAPEUTICS, INC.",11807,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,TENX,8731,Services-Commercial Physical and Biological Research
0000035214,FERRO CORP,6319,NYSE,NYSE,NYSE,FOE,2851,"Paints, Varnishes, Lacquers, Enamels and Allied Prods"
0000035527,FIFTH THIRD BANCORP,7793,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FITB,6022,State Commercial Banks
0000035733,FINANCIAL INDUSTRIES CORP,11709,,,,,6311,Life Insurance
0000036029,FIRST FINANCIAL BANKSHARES INC,6801,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FFIN,6022,State Commercial Banks
0000036047,"CORELOGIC, INC.",9092,NYSE,NYSE,NYSE,CLGX,7374,Services-Computer Processing and Data Preparation
0000036104,US BANCORP \DE\,11930,NYSE,NYSE,NYSE,USB,6021,National Commercial Banks
0000036146,TRUSTMARK CORP,9315,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TRMK,6021,National Commercial Banks
0000036270,M&T BANK CORP,16919,NYSE,NYSE,NYSE,MTB,6022,State Commercial Banks
0000036369,FIRST HARTFORD CORP,51427,OTC Markets,OTC Pink Current,OTC,FHRT,6500,Real estate
0000036377,"FIRST HAWAIIAN, INC.",13300,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FHB,6022,State Commercial Banks
0000036506,MACKINAC FINANCIAL CORP /MI/,23038,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MFNC,6022,State Commercial Banks
0000036840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,2880,OTC Markets,OTC Pink Current,OTC,FREVS,6798,Real Estate Investment Trusts
0000036856,FIRST REPUBLIC CORP OF AMERICA,7278,,,,,2200,Textile mill products
0000036966,FIRST HORIZON NATIONAL CORP,5314,NYSE,NYSE,NYSE,FHN,6021,National Commercial Banks
0000036995,WACHOVIA CORP NEW,7037,,,,,6021,National Commercial Banks
0000037008,WINTHROP REALTY LIQUIDATING TRUST,5499,,,,,6798,Real Estate Investment Trusts
0000037049,FIRST WEST VIRGINIA BANCORP INC,283,OTC Markets,OTCQX U.S. Premier,OTC,FWVB,6022,State Commercial Banks
0000037070,FIRST WILKOW VENTURE,23650,,,,,6512,Operators of Nonresidential Buildings
0000037358,FLAMEMASTER CORP,3603,OTC Markets,OTC Pink No Information,OTC,FAME,2891,Adhesives and Sealants
0000037472,FLEXSTEEL INDUSTRIES INC,11972,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FLXS,2510,Household Furniture
