adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000022444-16-000059	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338			1-LAF	1	0831	10-K	20160831	2016	FY	20161031	2016-10-31 15:19:00.0	0	1	cmc-20160831.xml	1	
0000023082-16-000238	23082	COMPUTER SCIENCES CORP	7373	US	VA	TYSONS	22102	1775 TYSONS BOULEVARD		7032454593	US	VA	TYSONS	22102	1775 TYSONS BOULEVARD		US	NV	952043126			1-LAF	0	0331	10-Q	20160930	2016	Q2	20161104	2016-11-03 18:12:00.0	0	1	csc-20160930.xml	1	
0000023197-16-000074	23197	COMTECH TELECOMMUNICATIONS CORP /DE/	3663	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	6319627000	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	US	DE	112139466	COMTECH INC	19870503	2-ACC	0	0731	10-K	20160731	2016	FY	20161006	2016-10-06 17:07:00.0	0	1	cmtl-20160731.xml	1	
0000023197-16-000097	23197	COMTECH TELECOMMUNICATIONS CORP /DE/	3663	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	6319627000	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	US	DE	112139466	COMTECH INC	19870503	2-ACC	0	0731	10-Q	20161031	2017	Q1	20161207	2016-12-07 16:09:00.0	0	1	cmtl-20161031.xml	1	
0000024090-16-000068	24090	CITIZENS INC	6311	US	TX	AUSTIN	78752	400 EAST ANDERSON LANE		5128377100	US	TX	AUSTIN	78752	400 EAST ANDERSON LANE		US	CO	840755371	CONTINENTAL INVESTORS LIFE INC	19881222	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 11:30:00.0	0	1	cia-20160930.xml	1	
0000024545-16-000112	24545	MOLSON COORS BREWING CO	2082	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		303-927-2523	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		US	DE	840178360	COORS ADOLPH CO	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 12:43:00.0	0	1	tap-20160930.xml	1	
0000024741-16-000118	24741	CORNING INC /NY	3357	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		6079749000	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		US	NY	160393470	CORNING GLASS WORKS	19890512	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 10:02:00.0	0	1	glw-20160930.xml	1	
0000025232-16-000076	25232	COUSINS PROPERTIES INC	6798	US	GA	ATLANTA	30303-1740	191 PEACHTREE STREET N.E.	SUITE 500	404-407-1000	US	GA	ATLANTA	30303-1740	191 PEACHTREE STREET N.E.	SUITE 500	US	GA	580869052			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 16:51:00.0	0	1	cuz-20160930.xml	1	
0000025475-16-000207	25475	CRAWFORD & CO	6411	US	GA	ATLANTA	30319	1001SUMMIT BLVD, NE		4042560830	US	GA	ATLANTA	30319	1001 SUMMIT BLVD, NE		US	GA	580506554			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161107	2016-11-07 10:40:00.0	0	1	crda-20160930.xml	1	
0000025598-16-000067	25598	SPRINGLEAF FINANCE CORP	6141	US	IN	EVANSVILLE	47708	601 NW SECOND ST		8124248031	US	IN	EVANSVILLE	47708	601 NW SECOND ST		US	IN	350416090	AMERICAN GENERAL FINANCE CORP	19920703	4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:57:00.0	0	1	slfc-20160930.xml	1	
0000026058-16-000117	26058	CTS CORP	3672	US	IN	ELKHART	46514	1142 WEST BEARDSLEY AVENUE		5745233800	US	IN	ELKHART	46514	1142 WEST BEARDSLEY AVENUE		US	IN	350225010			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 11:46:00.0	0	1	cts-20160930.xml	1	
0000026172-16-000059	26172	CUMMINS INC	3510	US	IN	COLUMBUS	47202-3005	500 JACKSON ST	BOX 3005 MAIL CODE 60207	8123773842	US	IN	COLUMBUS	47202-3005	BOX 3005 MAIL CODE 60207	500	US	IN	350257090	CUMMINS ENGINE CO INC	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 12:56:00.0	0	1	cmi-20161002.xml	1	
0000026324-16-000052	26324	CURTISS WRIGHT CORP	3590	US	NC	CHARLOTTE	28277	13925 BALLANTYNE CORPORATE PLACE	SUITE 400	7048694602	US	NC	CHARLOTTE	28277	13925 BALLANTYNE CORPORATE PLACE	SUITE 400	US	DE	130612970			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 12:12:00.0	0	1	cw-20160930.xml	1	
0000026780-16-000031	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161020	2016-10-20 10:54:00.0	0	1	dan-20160930.xml	1	
0000027419-16-000066	27419	TARGET CORP	5331	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		6123046073	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		US	MN	410215170	DAYTON HUDSON CORP	19920703	1-LAF	0	0131	10-Q	20161031	2016	Q3	20161123	2016-11-23 07:57:00.0	0	1	tgt-20161029.xml	1	
0000027904-16-000029	27904	DELTA AIR LINES INC /DE/	4512	US	GA	ATLANTA	30354-1989	HARTSFIELD-JACKSON ATLANTA INTL AIRPORT	1030 DELTA BOULEVARD	4047152600	US	GA	ATLANTA	30320-6001	P.O. BOX 20706	DEPT 981	US	DE	580218548	DELTA AIR CORP	19660908	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161013	2016-10-13 16:35:00.0	0	1	dal930201610q_htm.xml	1	
0000027996-16-000111	27996	DELUXE CORP	2780	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		6514837111	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		US	MN	410216800	DELUXE CHECK PRINTERS INC	19880608	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 15:19:00.0	0	1	dlx-20160930.xml	1	
0000028412-16-000290	28412	COMERICA INC /NEW/	6021	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	214-462-6831	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	US	DE	000006021	DETROITBANK CORP	19850311	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161101	2016-10-31 17:46:00.0	0	1	cma-20160930.xml	1	
0000028823-16-000248	28823	DIEBOLD INC	3578	US	OH	NORTH CANTON	44720-8077	P.O. BOX 3077	5995 MAYFAIR RD	3304904000	US	OH	NORTH CANTON	44720-8077	PO BOX 3077		US	OH	340183970			1-LAF	0	1231	8-K	20160630	2016	Q2	20161014	2016-10-14 06:34:00.0	0	1	dbd-20161014.xml	1	
0000028823-16-000258	28823	DIEBOLD INC	3578	US	OH	NORTH CANTON	44720-8077	P.O. BOX 3077	5995 MAYFAIR RD	3304904000	US	OH	NORTH CANTON	44720-8077	PO BOX 3077		US	OH	340183970			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161114	2016-11-14 16:29:00.0	0	1	dbd-20160930.xml	1	
0000028917-16-000420	28917	DILLARDS INC	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200							US	DE	710388071	DILLARD DEPARTMENT STORES INC	19920703	1-LAF	0	0131	10-Q	20161031	2016	Q3	20161201	2016-12-01 17:25:00.0	0	1	dds-20161029.xml	1	
0000029332-16-000227	29332	DIXIE GROUP INC	2273	US	GA	DALTON	30722	PO BOX 2007		7068765814	US	GA	DALTON	30722	PO BOX 2007		US	TN	620183370	DIXIE YARNS INC	19920703	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 13:41:00.0	0	1	dxyn-20160924.xml	1	
0000029905-16-000100	29905	DOVER CORP	3530	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	(630) 541-15	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	US	DE	530257888	DOVER CORP	19920703	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161019	2016-10-19 06:51:00.0	0	1	dov-20160930.xml	1	
0000029915-16-000105	100790	UNION CARBIDE CORP /NEW/	2860	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		281-966-2727	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		US	NY	131421730	UNION CARBIDE CHEMICALS & PLASTICS CO INC	19940502	4-NON	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 11:38:00.0	0	1	ucc-20160930.xml	1	
0000029915-16-000107	29915	DOW CHEMICAL CO /DE/	2821	US	MI	MIDLAND	48674-2030	2030 DOW CENTER		989-636-1000	US	MI	MIDLAND	48674-2030	2030 DOW CENTER		US	DE	381285128			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 12:00:00.0	0	1	dow-20160930.xml	1	
0000029989-16-000032	29989	OMNICOM GROUP INC.	7311	US	NY	NEW YORK	10022	437 MADISON AVE		2124153600	US	NY	NEW YORK	10022	437 MADISON AVE		US	NY	131514814	OMNICOM GROUP INC	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161019	2016-10-19 09:23:00.0	0	1	omc-20160930.xml	1	
0000030554-16-000156	30554	DUPONT E I DE NEMOURS & CO	2820	US	DE	WILMINGTON	19805	974 CENTRE ROAD		3027741000	US	DE	WILMINGTON	19805	974 CENTRE ROAD		US	DE	510014090			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161025	2016-10-25 13:41:00.0	0	1	dd-20160930.xml	1	
0000030625-16-000186	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 16:02:00.0	0	1	fls-20160930.xml	1	
0000030697-16-000018	30697	WENDY'S CO	5810	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		(614) 764-31	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		US	DE	380471180	WENDY'S/ARBY'S GROUP, INC.	20080926	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 07:39:00.0	0	1	wen-20161002.xml	1	
0000031107-16-000096	31107	EASTERN CO	3420	US	CT	NAUGATUCK	06770	112 BRIDGE ST	P O BOX 460	2037292255	US	CT	NAUGATUCK	06770	112 BRIDGE STREET	P O BOX 460	US	CT	060330020			2-ACC	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 15:20:00.0	0	1	eml-20161001.xml	1	
0000031347-16-000074	31347	ECHELON CORP	3576	US	CA	SANTA CLARA	95054	2901 PATRICK HENRY DRIVE		4089385200	US	CA	SANTA CLARA	95054	2901 PATRICK HENRY DRIVE		US	DE	770203595			4-NON	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:01:00.0	0	1	elon-20160930.xml	1	
0000031791-16-000023	31791	PERKINELMER INC	3826	US	MA	WALTHAM	02451	940 WINTER STREET		781 663 5776	US	MA	WALTHAM	02451	940 WINTER STREET		US	MA	042052042	EG&G INC	19920703	1-LAF	1	0930	10-Q	20160930	2016	Q3	20161108	2016-11-08 16:12:00.0	0	1	pki-20160930.xml	1	
0000031978-16-000112	31978	EL PASO ELECTRIC CO /TX/	4911	US	TX	EL PASO	79901	100 NORTH STANTON		9155435711	US	TX	EL PASO	79901	100 NORTH STANTON		US	TX	740607870			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 14:37:00.0	0	1	ee-20160930.xml	1	
0000032604-16-000105	32604	EMERSON ELECTRIC CO	3600	US	MO	ST LOUIS	63136	8000 W FLORISSANT AVE	P O BOX 4100	3145532000	US	MO	ST LOUIS	63136	8000 W. FLORISSANT	P.O. BOX 4100	US	MO	430259330	EMERSON ELECTRIC MANUFACTUING CO	19730710	1-LAF	1	0930	10-K	20160930	2016	FY	20161116	2016-11-16 17:15:00.0	0	1	emr-20160930.xml	1	
0000033185-16-000058	33185	EQUIFAX INC	7320	US	GA	ATLANTA	30302	1550 PEACHTREE ST NW		4048858000	US	GA	ATLANTA	30309	1550 PEACHTREE ST NW		US	GA	580401110	RETAIL CREDIT CO	19760222	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 16:35:00.0	0	1	efx-20160930.xml	1	
0000033213-16-000029	33213	EQT CORP	1311	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	4125535700	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 16:18:00.0	0	1	eqt-20160930.xml	1	
0000033769-16-000221	33769	BOB EVANS FARMS INC	5812	US	OH	NEW ALBANY	43054	8111 SMITH'S MILL ROAD		614-491-2225	US	OH	NEW ALBANY	43054	8111 SMITH'S MILL ROAD		US	DE	314421866	EVANS BOB FARMS INC	19920703	1-LAF	0	0430	10-Q	20161031	2017	Q2	20161205	2016-12-05 17:23:00.0	0	1	bobe-20161028.xml	1	
0000034067-16-000114	34067	DYNAMIC MATERIALS CORP	3390	US	CO	BOULDER	80301	5405 SPINE ROAD		3036655700	US	CO	BOULDER	80301	5405 SPINE ROAD		US	CO	840608431	EXPLOSIVE FABRICATORS INC	19920703	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 16:17:00.0	0	1	boom-20160930.xml	1	
0000034088-16-000097	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9724441000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 11:11:00.0	0	1	xom-20160930.xml	1	
0000034563-16-000144	34563	FARMER BROTHERS CO	2090	US	TX	FORT WORTH	76177	13601 NORTH FREEWAY, SUITE 200		682 549 6600	US	TX	FORT WORTH	76177	P O BOX 77057		US	DE	950725980			2-ACC	0	0630	10-Q	20160930	2017	Q1	20161109	2016-11-09 17:09:00.0	0	1	farm-20160930.xml	1	
0000034782-16-000175	34782	1ST SOURCE CORP	6022	US	IN	SOUTH BEND	46601	100 NORTH MICHIGAN STREET		5742352702	US	IN	SOUTH BEND	46634	P O BOX 1602	P O BOX 1602	US	IN	351068133	FBT BANCORP INC	19820818	2-ACC	0	1231	10-Q	20160930	2016	Q3	20161020	2016-10-20 16:14:00.0	0	1	srce-20160930.xml	1	
0000034903-16-000072	34903	FEDERAL REALTY INVESTMENT TRUST	6798	US	MD	ROCKVILLE	20852-4041	1626 EAST JEFFERSON STREET		3019988100	US	MD	ROCKVILLE	20852-4041	1625 EAST JEFFERSON STREET		US	MD	520782497			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:40:00.0	0	1	frt-20160930.xml	1	
0000036047-16-000100	36047	CORELOGIC, INC.	7374	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	(949) 214-10	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	US	DE	951068610	FIRST AMERICAN CORP	20020628	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161026	2016-10-26 17:27:00.0	0	1	clgx-20160930.xml	1	
0000037785-16-000111	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		215 299-6000	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 16:18:00.0	0	1	fmc-20160930.xml	1	
0000037996-16-000158	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 12:21:00.0	0	1	f-20160930.xml	1	
0000038009-16-000392	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	1	1231	10-Q	20160930	2016	Q3	20161027	2016-10-27 12:35:00.0	0	1	fmcc-20160930.xml	1	
0000038725-16-000438	38725	FRANKLIN ELECTRIC CO INC	3621	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		2608242900	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		US	IN	350827455			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 11:37:00.0	0	1	fele-20161001.xml	1	
0000038777-16-000609	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	1	0930	10-K	20160930	2016	FY	20161114	2016-11-14 14:55:00.0	0	1	ben-20160930.xml	1	
0000039263-16-000098	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	100 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161026	2016-10-26 12:23:00.0	0	1	cfr-20160930.xml	1	
0000039648-16-000049	39648	G&K SERVICES INC	7200	US	MN	MINNETONKA	55343	5995 OPUS PARKWAY	SUITE 500	9529125500	US	MN	MINNETONKA	55343	5995 OPUS PARKWAY	SUITE 500	US	MN	410449530	NORTHWEST LINEN CO	19681227	1-LAF	0	0630	10-Q	20160930	2017	Q1	20161101	2016-11-01 09:55:00.0	0	1	gk-20160326.xml	1	
0000039899-16-000059	39899	TEGNA INC	4833	US	VA	MCLEAN	22107-0910	7950 JONES BRANCH DRIVE		7038547000	US	VA	MCLEAN	22107-0910	7950 JONES BRANCH DRIVE		US	DE	160442930	GANNETT CO INC /DE/	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161109	2016-11-09 16:18:00.0	0	1	tgna-20160930.xml	1	
0000039911-16-000388	39911	GAP INC	5651	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		6509524400	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		US	DE	941697231	GAP STORES INC	19850617	1-LAF	0	0131	10-Q	20161031	2016	Q3	20161205	2016-12-05 13:56:00.0	0	1	gps-20161029.xml	1	
0000040211-16-000144	40211	GATX CORP	4700	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		3126216200	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161031	2016-10-31 17:31:00.0	0	1	gmt-20160930.xml	1	
0000040533-16-000090	40533	GENERAL DYNAMICS CORP	3730	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	7038763000	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	US	DE	131673581			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161026	2016-10-26 10:41:00.0	0	1	gd-20161002.xml	1	
0000040545-16-000195	40545	GENERAL ELECTRIC CO	3600	US	MA	BOSTON	02210	41 FARNSWORTH STREET		617-443-3000	US	MA	BOSTON	02210	41 FARNSWORTH STREET		US	NY	140689340			1-LAF	1	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:28:00.0	1	1	ge-20160930.xml	1	
0000040545-16-000198	40545	GENERAL ELECTRIC CO	3600	US	MA	BOSTON	02210	41 FARNSWORTH STREET		617-443-3000	US	MA	BOSTON	02210	41 FARNSWORTH STREET		US	NY	140689340			1-LAF	1	1231	10-Q/A	20160930	2016	Q3	20161109	2016-11-09 12:59:00.0	0	1	ge-20160930.xml	1	
0000040729-16-000780	40729	ALLY FINANCIAL INC.	6172	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	866-710-4623	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	US	DE	380572512	GMAC INC.	20090701	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 16:07:00.0	0	1	ally-20160930.xml	1	
0000040888-16-000049	40888	AEROJET ROCKETDYNE HOLDINGS, INC.	3760	US	CA	RANCHO CORDOVA	95742	2001 AEROJET ROAD		916-355-4000	US	CA	RANCHO CORDOVA	95742	2001 AEROJET ROAD		US	DE	340244000	GENCORP INC	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161101	2016-11-01 16:28:00.0	0	1	ajrd-20160930.xml	1	
0000040987-16-000011	40987	GENUINE PARTS CO	5013	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		7709531700	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		US	GA	580254510			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 08:31:00.0	0	1	gpc-20160930.xml	1	
0000042316-16-000116	42316	GOLDFIELD CORP	1623	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		321-724-1700	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		US	DE	880031580	GOLDFIELD CONSOLIDATED MINES CO	19670628	5-SML	0	1231	10-Q	20160930	2016	Q3	20161104	2016-11-04 06:50:00.0	0	1	gv-20160930.xml	1	
0000042888-16-000022	42888	GRACO INC	3561	US	MN	MINNEAPOLIS	55413-1894	88 11TH AVENUE NE		6126236000	US	MN	MINNEAPOLIS	55401	CT CORPORATION SYSTEM, INC.	100 SOUTH FIFTH STREET, SUITE 1075	US	MN	410285640			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161019	2016-10-19 16:20:00.0	0	1	ggg-20160923.xml	1	
0000043920-16-000025	43920	GREIF INC	3412	US	OH	DELAWARE	43015	425 WINTER ROAD		7405496000	US	OH	DELAWARE	43015	425 WINTER ROAD		US	DE	314388903	GREIF BROTHERS CORP	19920703	1-LAF	1	1031	10-K	20161031	2016	FY	20161221	2016-12-21 12:25:00.0	0	1	gef-20161031.xml	1	
0000045012-16-000401	45012	HALLIBURTON CO	1389	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	2818712699	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	US	DE	752677995	HALLIBURTON OIL WELL CEMENTING CO	19660911	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 10:41:00.0	0	1	hal-20160930.xml	1	
0000045876-16-000140	45876	HARSCO CORP	3440	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		7177637064	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		US	DE	231483991			1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 13:17:00.0	0	1	hsc-20160930.xml	1	
0000045947-16-000028	45947	HARTFORD LIFE INSURANCE CO	6311	US	CT	SIMSBURY	06089	200 HOPMEADOW STREET		860-547-5000	US	CT	SIMSBURY	06089	200 HOPMEADOW STREET		US	CT	060941488			4-NON	0	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 12:08:00.0	0	1	hlic-20160930.xml	1	
0000046080-16-000219	46080	HASBRO INC	3944	US	RI	PAWTUCKET	02861	1027 NEWPORT AVE	P O BOX 1059	4014318697	US	RI	PAWTUCKET	02862-0200	200 NARRAGANSETT PARK DRIVE		US	RI	050155090	HASBRO BRADLEY INC	19850814	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161102	2016-11-02 11:43:00.0	0	1	has-20160925.xml	1	
0000046195-16-000158	46195	BANK OF HAWAII CORP	6022	US	HI	HONOLULU	96813-	130 MERCHANT ST		8886433888	US	HI	HONOLULU	96846	130 MERCHANT ST		US	DE	990148992	PACIFIC CENTURY FINANCIAL CORP	19970430	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161024	2016-10-24 16:02:00.0	0	1	boh-20160930.xml	1	
0000046250-16-000061	46250	HAWKINS INC	5160	US	MN	MINNEAPOLIS	55413	3100 E HENNEPIN AVE		6123316910	US	MN	ROSVILLE	55113	2381 ROSEGATE		US	MN	410771293	HAWKINS CHEMICAL INC	19920703	2-ACC	0	0331	10-Q	20160930	2016	Q2	20161102	2016-11-02 17:00:00.0	0	1	hwkn-20161002.xml	1	
0000046619-16-000162	46619	HEICO CORP	3724	US	FL	HOLLYWOOD	33021	3000 TAFT ST		954-987-4000	US	FL	HOLLYWOOD	33021	3000 TAFT STREET		US	FL	650341002	HEINICKE INSTRUMENTS CO	19860417	1-LAF	1	1031	10-K	20161031	2016	FY	20161215	2016-12-15 17:02:00.0	0	1	hei-20161031.xml	1	
0000047111-16-000136	47111	HERSHEY CO	2060	US	PA	HERSHEY	17033-0810	100 CRYSTAL A DRIVE	P O BOX 810-EXTERNAL RPTG & COMPLIANCE	7175344200	US	PA	HERSHEY	17033-0810	P O BOX 810-EXTERNAL RPTG & COMPLIANCE	100 CRYSTAL A DRIVE	US	DE	230691590	HERSHEY FOODS CORP	19920703	1-LAF	1	1231	10-Q	20160930	2016	Q3	20161028	2016-10-28 10:34:00.0	0	1	hsy-20161002.xml	1	
0000047129-16-000039	47129	HERTZ CORP	7510	US	FL	ESTERO	33928	8501 WILLIAMS ROAD		(239) 301-70	US	FL	ESTERO	33928	8501 WILLIAMS ROAD		US	DE	131938568			4-NON	0	1231	10-Q	20160930	2016	Q3	20161108	2016-11-07 21:01:00.0	0	1	htz-20160930.xml	1	
0000047217-16-000093	47217	HP INC	3570	US	CA	PALO ALTO	94304	1501 PAGE MILL ROAD		6508571501	US	CA	PALO ALTO	94304	1501 PAGE MILL ROAD		US	DE	941081436	HEWLETT PACKARD CO	19920703	1-LAF	1	1031	10-K	20161031	2016	FY	20161215	2016-12-15 16:45:00.0	0	1	hpq-20161031.xml	1	
0000048039-16-000136	48039	HOLLYFRONTIER CORP	2911	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	2148713555	US	TX	DALLAS	75201	2828 N. HARWOOD	SUITE 1300	US	DE	751056913	HOLLY CORP	19920703	1-LAF	0	1231	10-Q	20160930	2016	Q3	20161103	2016-11-03 17:14:00.0	0	1	hfc-20160930.xml	1	
